"ID","Number of days with 0 activities","Average Activities Per Session","Total Number of Logins","Time Test 1A","Time Test 1B","Time Test 2 Part 1A","Time Test 2 Part 1B","Time Test 2 Part 2A","Time Test 2 Part 2B","Time Test 3A","Time Test 3B","Time Test 4A","Time Test 4B","Time Test 5A","Time Test 5B","Time Test 6A","Time Test 6B","Time Test 7A","Time Test 7B","Average time taking tests in minutes"
"26","49","9.047618865966797","93","0","1413.8666666666666","0","73.01666666666667","0","18.05","0","34.233333333333334","0","42.38333333333333","0","51.2","0","26.45","61.43333333333333","47.416666666666664","196.45000000000002"
"27","24","10.5","142","66.61666666666666","0","119.9","76.7","90.06666666666666","0","73.2","0","72.2","0","84.53333333333333","0","64.11666666666666","0","88.71666666666667","0","81.78333333333333"
"28","53","4.404761791229248","52","27.8","27.016666666666666","57.016666666666666","63.21666666666667","43.3","19.416666666666668","53.78333333333333","61.61666666666667","38.61666666666667","68.43333333333334","50.96666666666667","55.56666666666667","48.2","30.25","71.91666666666667","58.78333333333333","48.493750000000006"
"29","21","10.357142448425293","142","22.9","34.083333333333336","44.11666666666667","50.7","35.38333333333333","28.366666666666667","54.65","0","72.33333333333333","64.96666666666667","42.38333333333333","70.41666666666667","25.933333333333334","15.9","55.333333333333336","33.983333333333334","43.42999999999999"
"30","32","9.428571701049805","124","33.8","25.866666666666667","50.38333333333333","45.5","28.1","0","52.13333333333333","62.15","69.95","0","22.633333333333333","41.38333333333333","14.516666666666667","16.016666666666666","26.5","0","37.610256410256405"
"31","39","9.0","78","14.066666666666666","9.183333333333334","18.083333333333332","17.883333333333333","9.566666666666666","0","26.85","20.583333333333332","15.85","0","13.8","19.133333333333333","7.75","4.583333333333333","16.85","15.366666666666667","14.967857142857143"
"32","18","10.166666984558105","113","20.9","13.65","22.566666666666666","22.25","22.783333333333335","0","34.416666666666664","43.0","33.03333333333333","0","24.183333333333334","0","16.55","0","30.783333333333335","24.166666666666668","25.69027777777778"
"33","44","7.488095283508301","76","26.866666666666667","0","28.45","0","11.466666666666667","0","25.733333333333334","0","33.733333333333334","0","20.05","24.5","11.716666666666667","0","18.133333333333333","0","22.294444444444444"
"34","25","14.119047164916992","175","40.13333333333333","16.716666666666665","38.833333333333336","33.233333333333334","22.8","19.766666666666666","35.9","34.56666666666667","48.266666666666666","32.766666666666666","21.566666666666666","51.016666666666666","12.616666666666667","10.766666666666667","24.133333333333333","28.716666666666665","29.487499999999997"
"35","48","5.047618865966797","68","18.116666666666667","0","28.85","0","17.883333333333333","0","25.166666666666668","0","24.933333333333334","0","30.266666666666666","0","9.883333333333333","0","0","0","22.157142857142855"
"36","42","6.797618865966797","78","11.533333333333333","0","20.2","0","15.0","16.466666666666665","19.766666666666666","0","23.933333333333334","0","1426.5333333333333","0","8.883333333333333","5.483333333333333","24.066666666666666","0","157.18666666666667"
"37","42","6.452381134033203","71","27.416666666666668","0","46.81666666666667","24.916666666666668","28.45","1.1666666666666667","0","1409.9666666666667","0","38.916666666666664","0","42.53333333333333","0","12.316666666666666","23.75","23.783333333333335","152.73030303030302"
"38","47","11.035714149475098","119","13.333333333333334","11.816666666666666","0","1408.2166666666667","0","28.233333333333334","29.55","20.85","30.016666666666666","0","11.8","25.55","10.933333333333334","8.1","21.2","20.9","126.1923076923077"
"39","30","8.107142448425293","136","18.6","15.833333333333334","30.866666666666667","27.5","21.083333333333332","13.25","32.03333333333333","41.016666666666666","24.733333333333334","40.56666666666667","18.716666666666665","29.683333333333334","13.266666666666667","9.616666666666667","22.466666666666665","25.166666666666668","24.025"
"40","45","5.11904764175415","65","13.533333333333333","10.666666666666666","22.383333333333333","15.483333333333333","13.133333333333333","0","16.95","19.666666666666668","17.666666666666668","0","17.216666666666665","21.583333333333332","5.916666666666667","0","15.433333333333334","0","15.802777777777777"
"41","28","12.952381134033203","157","19.966666666666665","0","32.75","26.066666666666666","23.583333333333332","13.75","18.7","16.733333333333334","17.833333333333332","0","13.833333333333334","0","5.966666666666667","5.433333333333334","18.1","21.6","18.024358974358975"
"42","48","6.464285850524902","52","36.083333333333336","24.683333333333334","63.21666666666667","0","53.81666666666667","0","84.41666666666667","41.233333333333334","95.56666666666666","62.93333333333333","39.016666666666666","40.78333333333333","39.333333333333336","20.016666666666666","78.33333333333333","102.68333333333334","55.8654761904762"
"43","52","7.88095235824585","55","13.683333333333334","14.3","24.133333333333333","20.216666666666665","13.383333333333333","17.816666666666666","29.433333333333334","0","16.2","0","18.983333333333334","0","11.283333333333333","10.7","14.966666666666667","17.616666666666667","17.13205128205128"
"44","43","8.273809432983398","89","20.366666666666667","0","30.183333333333334","0","15.85","0","19.666666666666668","16.733333333333334","18.766666666666666","0","14.066666666666666","0","7.033333333333333","0","19.383333333333333","0","18.005555555555553"
"45","25","14.071428298950195","156","49.733333333333334","19.833333333333332","63.81666666666667","64.35","47.46666666666667","53.85","90.73333333333333","77.81666666666666","96.0","104.21666666666667","101.61666666666666","65.93333333333334","65.3","36.18333333333333","88.0","60.016666666666666","67.80416666666666"
"46","24","10.75","148","27.483333333333334","30.866666666666667","42.15","39.53333333333333","41.13333333333333","39.43333333333333","73.05","0","76.93333333333334","0","27.283333333333335","55.983333333333334","31.433333333333334","0","44.05","0","44.111111111111114"
"47","25","15.75","138","21.283333333333335","13.866666666666667","35.3","60.05","30.233333333333334","22.766666666666666","46.28333333333333","43.06666666666667","68.01666666666667","32.9","28.183333333333334","38.71666666666667","13.183333333333334","8.75","30.283333333333335","39.06666666666667","33.246875"
"48","34","8.023809432983398","88","12.15","0","21.916666666666668","21.166666666666668","15.316666666666666","0","18.216666666666665","0","15.0","20.65","10.516666666666667","0","5.783333333333333","0","14.333333333333334","16.2","15.568181818181818"
"49","35","8.321428298950195","93","45.88333333333333","31.683333333333334","72.16666666666667","37.88333333333333","73.33333333333333","38.53333333333333","1352.2166666666667","68.78333333333333","88.58333333333333","30.966666666666665","69.65","48.166666666666664","20.65","12.383333333333333","49.13333333333333","63.36666666666667","131.46145833333335"
"50","31","9.083333015441895","112","43.7","27.883333333333333","37.68333333333333","0","32.96666666666667","1424.4666666666667","48.35","1411.8166666666666","1391.2333333333333","59.4","33.05","43.916666666666664","29.066666666666666","10.7","1415.2","0","429.2452380952381"
"51","27","8.071428298950195","121","15.066666666666666","14.716666666666667","19.583333333333332","18.45","10.033333333333333","10.383333333333333","26.25","20.616666666666667","17.516666666666666","1420.4833333333333","13.65","20.416666666666668","7.816666666666666","6.733333333333333","17.3","18.366666666666667","103.58645833333333"
"52","51","6.8214287757873535","70","33.38333333333333","17.983333333333334","41.38333333333333","44.06666666666667","38.55","0","62.733333333333334","0","60.03333333333333","59.0","42.31666666666667","49.4","30.416666666666668","0","67.05","0","45.52638888888888"
"53","19","10.976190567016602","137","19.15","24.6","26.4","30.083333333333332","30.9","20.566666666666666","33.8","26.783333333333335","25.733333333333334","0","23.1","29.333333333333332","1426.05","10.266666666666667","32.1","0","125.63333333333333"
"54","23","9.357142448425293","158","25.95","15.1","1329.8","23.066666666666666","31.9","0","1377.9833333333333","0","36.81666666666667","0","50.61666666666667","0","28.466666666666665","0","57.766666666666666","0","297.7466666666667"
"55","14","13.630952835083008","183","45.36666666666667","63.1","1391.2166666666667","65.81666666666666","33.233333333333334","21.05","1391.25","60.583333333333336","62.95","0","73.28333333333333","0","54.45","54.083333333333336","66.86666666666666","0","260.25"
"56","34","6.904761791229248","94","18.533333333333335","0","29.8","0","18.35","13.85","34.28333333333333","0","31.433333333333334","0","20.3","0","10.366666666666667","0","22.116666666666667","0","22.114814814814817"
"57","32","9.333333015441895","103","56.81666666666667","52.4","87.73333333333333","75.45","48.6","33.1","89.48333333333333","60.55","67.01666666666667","0","57.96666666666667","57.483333333333334","13.45","0","46.766666666666666","0","57.44743589743591"
"58","31","11.273809432983398","122","36.75","0","37.03333333333333","0","28.083333333333332","0","1390.3833333333334","0","35.05","0","27.516666666666666","0","13.6","0","35.6","0","200.5020833333333"
"59","33","7.773809432983398","94","18.35","13.7","28.6","31.933333333333334","15.716666666666667","0","26.55","26.133333333333333","30.65","44.78333333333333","23.466666666666665","31.433333333333334","24.116666666666667","0","25.133333333333333","0","26.1974358974359"
"60","27","7.86904764175415","88","29.1","17.083333333333332","40.833333333333336","0","32.88333333333333","0","49.25","29.1","51.2","49.13333333333333","29.616666666666667","31.866666666666667","18.966666666666665","0","28.283333333333335","0","33.94305555555555"
"61","15","14.357142448425293","198","22.266666666666666","0","33.96666666666667","0","14.733333333333333","15.333333333333334","23.833333333333332","27.966666666666665","43.78333333333333","38.28333333333333","26.9","1414.9833333333333","19.566666666666666","17.8","35.68333333333333","31.083333333333332","126.15595238095237"
"62","34","9.642857551574707","99","28.283333333333335","17.933333333333334","50.266666666666666","30.516666666666666","44.1","23.3","58.85","53.53333333333333","64.43333333333334","44.666666666666664","53.0","43.483333333333334","21.1","14.533333333333333","61.86666666666667","24.866666666666667","39.670833333333334"
"63","44","7.595238208770752","106","16.566666666666666","18.133333333333333","31.733333333333334","23.583333333333332","17.166666666666668","0","31.5","23.083333333333332","31.283333333333335","28.45","14.433333333333334","18.283333333333335","9.1","9.15","21.466666666666665","28.633333333333333","21.50444444444444"
"64","18","12.809523582458496","182","81.56666666666666","0","93.51666666666667","0","93.26666666666667","0","97.73333333333333","105.4","84.78333333333333","0","48.96666666666667","0","31.95","0","98.61666666666666","0","81.75555555555556"
"65","26","11.833333015441895","119","25.266666666666666","19.6","34.65","34.166666666666664","24.966666666666665","0","25.4","21.95","25.7","0","13.85","1430.7666666666667","10.133333333333333","12.55","24.716666666666665","0","131.0551282051282"
"66","42","8.476190567016602","90","0","51.1","0","41.1","0","28.883333333333333","0","45.833333333333336","0","66.38333333333334","20.366666666666667","54.78333333333333","21.716666666666665","9.766666666666667","31.966666666666665","31.583333333333332","36.68030303030303"
"67","47","5.690476417541504","82","38.266666666666666","0","48.88333333333333","0","44.516666666666666","0","54.583333333333336","0","46.2","0","23.6","0","12.65","0","26.983333333333334","0","36.960416666666674"
"68","37","5.9285712242126465","90","17.1","17.333333333333332","30.083333333333332","19.866666666666667","10.783333333333333","21.5","21.116666666666667","1419.0333333333333","16.783333333333335","19.183333333333334","21.866666666666667","18.266666666666666","8.7","4.8","20.416666666666668","13.15","104.99895833333333"
"69","19","11.023809432983398","143","11.383333333333333","8.366666666666667","18.1","1423.1","10.45","0","16.0","0","16.333333333333332","16.116666666666667","10.816666666666666","14.85","5.616666666666666","4.266666666666667","15.933333333333334","15.783333333333333","113.36547619047614"
"70","29","6.154761791229248","90","16.15","0","20.65","0","13.866666666666667","0","30.2","21.866666666666667","18.683333333333334","0","13.333333333333334","0","6.5","0","14.133333333333333","0","17.264814814814812"
"71","17","12.4880952835083","188","28.116666666666667","18.416666666666668","33.233333333333334","29.1","14.683333333333334","9.716666666666667","42.28333333333333","26.45","25.066666666666666","31.666666666666668","19.8","37.3","7.2","5.416666666666667","26.633333333333333","0","23.672222222222224"
"72","28","8.773809432983398","94","25.383333333333333","0","32.166666666666664","0","22.9","0","34.53333333333333","0","34.4","0","23.216666666666665","0","26.566666666666666","0","26.783333333333335","0","28.24375"
"73","23","10.5119047164917","126","18.6","12.683333333333334","30.933333333333334","0","0","15.216666666666667","0","43.86666666666667","0","1375.6166666666666","0","51.2","0","14.533333333333333","21.5","0","176.01666666666665"
"74","41","7.023809432983398","76","35.81666666666667","19.633333333333333","27.5","25.9","15.633333333333333","10.55","23.75","21.0","34.833333333333336","27.75","21.616666666666667","24.95","8.816666666666666","0","19.483333333333334","0","22.65952380952381"
"75","28","9.5119047164917","121","43.583333333333336","25.516666666666666","57.95","21.966666666666665","32.5","0","41.86666666666667","0","42.666666666666664","0","26.15","0","18.166666666666668","0","30.533333333333335","0","34.09"
"76","36","7.166666507720947","93","8.3","6.716666666666667","16.766666666666666","14.95","8.733333333333333","6.766666666666667","14.8","12.8","15.266666666666667","15.583333333333334","11.25","11.7","6.766666666666667","3.85","14.466666666666667","14.45","11.447916666666666"
"77","48","5.285714149475098","107","0","27.933333333333334","0","51.833333333333336","0","26.266666666666666","0","52.9","0","63.4","0","0","0","0","0","0","44.46666666666667"
"78","55","5.464285850524902","66","26.416666666666668","0.2","51.016666666666666","0.23333333333333334","28.9","18.533333333333335","0","0.6","35.833333333333336","0.2833333333333333","26.833333333333332","0","23.9","0.15","26.983333333333334","0","18.452564102564104"
"79","38","7.583333492279053","86","18.8","17.1","22.633333333333333","16.05","9.916666666666666","18.6","22.15","16.516666666666666","30.233333333333334","16.833333333333332","14.5","20.85","6.416666666666667","5.483333333333333","11.65","20.866666666666667","16.7875"
"80","22","11.964285850524902","156","25.733333333333334","52.78333333333333","70.15","52.6","32.21666666666667","20.5","51.3","47.65","52.63333333333333","36.016666666666666","38.03333333333333","0","14.883333333333333","14.866666666666667","35.55","60.1","40.33444444444444"
"81","55","4.690476417541504","52","14.366666666666667","0","17.716666666666665","0","15.083333333333334","0","21.75","0","20.1","22.133333333333333","13.183333333333334","0","7.55","0","15.0","0","16.32037037037037"
"82","37","8.214285850524902","90","19.516666666666666","25.466666666666665","30.333333333333332","34.0","16.483333333333334","23.1","19.783333333333335","28.9","25.116666666666667","19.016666666666666","15.85","19.583333333333332","13.216666666666667","7.233333333333333","20.833333333333332","29.75","21.761458333333334"
"83","37","7.488095283508301","83","21.733333333333334","1426.3","33.28333333333333","23.666666666666668","25.966666666666665","26.0","46.1","24.333333333333332","33.11666666666667","1399.8333333333333","27.366666666666667","35.86666666666667","11.3","10.066666666666666","18.5","31.016666666666666","199.65312500000002"
"84","29","9.035714149475098","115","26.95","0","44.88333333333333","25.733333333333334","18.65","0","41.78333333333333","22.633333333333333","24.583333333333332","26.016666666666666","22.416666666666668","17.1","11.7","0","22.583333333333332","22.033333333333335","25.15897435897436"
"85","36","11.714285850524902","97","20.266666666666666","79.68333333333334","0","159.71666666666667","0","67.11666666666666","0","165.01666666666668","0","99.45","0","153.56666666666666","0","0","0","0","106.40238095238098"
"86","42","8.380952835083008","83","21.033333333333335","24.7","43.96666666666667","28.716666666666665","35.96666666666667","28.416666666666668","29.3","47.31666666666667","30.366666666666667","35.63333333333333","27.566666666666666","22.633333333333333","14.033333333333333","6.75","38.583333333333336","66.18333333333334","31.322916666666668"
"87","27","7.523809432983398","108","16.083333333333332","11.483333333333333","27.75","0","13.85","0","24.333333333333332","0","16.483333333333334","0","19.233333333333334","1416.9","12.083333333333334","0","21.183333333333334","15.366666666666667","144.97727272727272"
"88","28","8.714285850524902","109","19.233333333333334","20.65","43.11666666666667","0","28.7","18.733333333333334","44.53333333333333","33.61666666666667","50.166666666666664","47.233333333333334","33.5","36.15","14.516666666666667","7.65","32.81666666666667","42.6","31.547777777777775"
"89","32","7.357142925262451","92","21.283333333333335","16.2","31.45","28.75","16.85","12.25","31.333333333333332","32.9","30.5","0","19.55","26.116666666666667","16.65","0","31.383333333333333","0","24.247435897435896"
"90","51","6.1785712242126465","61","20.816666666666666","0","0","25.333333333333332","19.05","13.966666666666667","31.3","0","25.1","33.166666666666664","20.7","0","12.333333333333334","0","22.683333333333334","11.65","21.463636363636365"
"91","27","9.035714149475098","115","17.716666666666665","10.166666666666666","31.216666666666665","22.316666666666666","15.516666666666667","0","40.85","30.616666666666667","34.75","0","18.366666666666667","22.333333333333332","11.316666666666666","0","27.683333333333334","20.116666666666667","23.305128205128206"
"92","36","10.892857551574707","128","42.43333333333333","47.75","45.083333333333336","0","26.216666666666665","0","61.36666666666667","0","57.03333333333333","64.65","31.466666666666665","0","27.333333333333332","0","45.03333333333333","0","44.83666666666666"
"93","28","9.952381134033203","110","24.883333333333333","0","37.6","0","24.866666666666667","0","41.166666666666664","0","69.51666666666667","0","29.816666666666666","35.95","20.5","0","32.96666666666667","0","35.25185185185185"
"94","22","7.476190567016602","101","11.316666666666666","42.45","32.85","23.333333333333332","22.216666666666665","9.4","28.766666666666666","22.266666666666666","21.2","15.05","30.683333333333334","29.8","10.45","6.5","18.6","32.733333333333334","22.351041666666667"
"95","44","8.369047164916992","87","20.083333333333332","15.5","37.65","23.316666666666666","17.516666666666666","18.9","36.266666666666666","29.15","30.083333333333332","35.93333333333333","26.166666666666668","30.983333333333334","8.7","6.5","34.86666666666667","0","24.774444444444445"
"96","9","16.85714340209961","205","88.8","0","95.35","70.33333333333333","59.75","0","85.16666666666667","104.0","98.43333333333334","0","53.93333333333333","0","34.85","0","55.45","70.46666666666667","74.23030303030303"
"97","32","9.9880952835083","164","27.283333333333335","53.06666666666667","58.86666666666667","39.333333333333336","46.95","45.11666666666667","68.88333333333334","47.55","0","71.28333333333333","0","57.733333333333334","0","20.766666666666666","54.28333333333333","32.5","47.97051282051282"
"98","45","8.5119047164917","94","9.833333333333334","7.166666666666667","19.516666666666666","12.383333333333333","16.283333333333335","8.233333333333333","20.333333333333332","17.733333333333334","14.533333333333333","20.933333333333334","10.383333333333333","14.333333333333334","4.55","6.066666666666666","18.3","19.666666666666668","13.765625"
"99","48","8.285714149475098","72","36.083333333333336","26.45","50.583333333333336","0","30.883333333333333","0","30.766666666666666","48.2","40.733333333333334","48.1","29.983333333333334","0","14.983333333333333","16.0","58.53333333333333","31.683333333333334","35.614102564102566"
"100","72","3.738095283508301","39","13.066666666666666","18.233333333333334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.65"
"101","26","10.0","126","29.133333333333333","16.933333333333334","28.483333333333334","27.416666666666668","15.616666666666667","14.3","35.3","23.75","26.383333333333333","38.38333333333333","19.9","28.8","10.4","7.183333333333334","16.066666666666666","14.45","22.031249999999996"
"102","37","9.678571701049805","124","39.35","29.533333333333335","105.81666666666666","66.83333333333333","63.016666666666666","0","1398.5166666666667","0","65.86666666666666","65.85","50.95","43.9","48.983333333333334","13.783333333333333","92.86666666666666","78.56666666666666","154.5595238095238"
"103","49","6.190476417541504","88","24.9","0","24.05","0","15.25","0","24.266666666666666","0","17.816666666666666","0","12.4","0","8.466666666666667","0","17.4","0","18.06875"
"104","27","11.047618865966797","142","55.56666666666667","31.483333333333334","52.083333333333336","72.15","42.35","51.03333333333333","79.13333333333334","71.4","60.416666666666664","103.98333333333333","0","1347.3","28.316666666666666","21.716666666666665","1384.7333333333333","50.93333333333333","230.17333333333335"
"105","62","1.2857142686843872","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"106","34","10.607142448425293","121","43.9","39.833333333333336","47.7","28.266666666666666","24.533333333333335","30.95","26.5","45.266666666666666","68.76666666666667","59.666666666666664","30.816666666666666","76.73333333333333","9.016666666666667","13.066666666666666","88.96666666666667","113.13333333333334","46.69479166666667"
"107","56","7.238095283508301","57","19.116666666666667","0","18.483333333333334","0","14.133333333333333","0","23.383333333333333","0","24.183333333333334","0","14.033333333333333","0","9.95","0","15.4","0","17.335416666666667"
"108","75","2.4285714626312256","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"109","46","7.333333492279053","93","49.93333333333333","59.8","103.21666666666667","0","59.333333333333336","1363.3","0","93.96666666666667","1350.5333333333333","61.78333333333333","80.45","0","69.31666666666666","0","1360.95","0","422.9621212121212"
"110","24","10.809523582458496","154","32.45","37.06666666666667","62.0","0","43.0","56.28333333333333","68.06666666666666","82.66666666666667","83.98333333333333","0","31.85","0","18.4","20.216666666666665","52.18333333333333","0","49.01388888888889"
"111","28","9.666666984558105","122","13.866666666666667","12.95","21.783333333333335","18.85","16.066666666666666","14.883333333333333","21.15","30.75","19.916666666666668","24.833333333333332","20.1","21.966666666666665","11.233333333333333","5.516666666666667","19.883333333333333","24.15","18.61875"
